int_no,rue_1,rue_2,street_1,street_2,date_,all_pedest,pi,fi,fli,fri,fti,cli,cri,cti,acc,ln_pi,ln_fi,ln_fli,ln_fri,ln_fti,ln_cli,ln_cri,ln_cti,tot_crossw,number_of_,avg_crossw,tot_road_w,median,green_stra,half_phase,any_ped_pr,ped_countd,lt_protect,lt_restric,lt_prot_re,parking,north_veh,north_ped,east_veh,east_ped,south_veh,south_ped,west_veh,west_ped,total_lane,of_exclusi,any_exclus,commercial,curb_exten,all_red_an,new_half_r,distdt,ln_distdt,traffic_10000,ped_100,borough,X,X.1,node_id,geometry
471,Amherst,Maisonneuve,Amherst,Maisonneuve,07/04/2009,0,3989.54638671875,21440.947265625,1644.87951660156,1832.75622558594,17963.310546875,1915090.25,1585568.25,35095224,4,8.29143333435059,9.97305774688721,7.40542221069336,7.5135760307312,9.79608726501465,14.465274810791,14.2764530181885,17.3735752105713,55.5,4,13.8999996185303,50,0,0,0,0,0,1,1,1,0.5,5172.35986328125,1452.23425292969,11368.4560546875,663.831665039062,4900.13037109375,1412.89599609375,0,460.584442138672,3,0,0,2,0,0,0,2049.80908203125,7.62550210952759,2.14409470558167,39.8954620361328,Ville-Marie,NA,,6000,"c(300226.34375, 5042025)"
473,Amherst,Robin,Amherst,Robin,07/04/2009,0,2545.50756835938,10388.8134765625,582.801147460938,607.723571777344,9198.2890625,351386.25,256353.21875,13112479,0,7.84208488464355,9.24848461151123,6.36784601211548,6.40971994400024,9.1267728805542,12.7696409225464,12.4543123245239,16.3890743255615,44.5,4,11.1000003814697,41.5999984741211,0,0,0,0,0,1,1,1,0.5,4102.61328125,963.785217285156,0,380.269012451172,5459.92626953125,473.697174072266,826.273986816406,727.756164550781,2,0,0,0,0,0,0,2076.0419921875,7.63821840286255,1.03888130187988,25.4550762176514,Ville-Marie,NA,,6001,"c(300052.40625, 5042137.5)"
472,Amherst,Ontario,Amherst,Ontario,11/02/2009,0,4633.9677734375,22993.75,1800.57556152344,2347.2919921875,18845.8828125,2489649,2605764,43846284,5,8.44116878509521,10.0429782867432,7.49586200714111,7.76101779937744,9.84405040740967,14.7276515960693,14.7732362747192,17.5962009429932,57.7999992370605,4,14.5,50,0,0,0,0,0,0,0,0,0,5543.1552734375,1493.87097167969,6566.92919921875,761.775268554688,5720.46875,1818.36743164062,5163.19775390625,559.954284667969,2,0,0,0,0,0,0,2124.08911132812,7.66109848022461,2.29937505722046,46.3396759033203,Ville-Marie,NA,,6002,"c(299881.90625, 5042251)"
432,Berri,René-Lévesque,Berri,RenÚ-LÚvesque,11/02/2009,0,4382.68115234375,43021.72265625,3660.25561523438,2750.46875,36611,4911606.5,3210773.25,81022792,6,8.38541603088379,10.6694602966309,8.20528793334961,7.91952705383301,10.5081043243408,15.407112121582,14.9820222854614,18.210241317749,86.4000015258789,3,28.7999992370605,99.3000030517578,1,1,0,1,1,0,1,1,0,4776.90771484375,1371.19543457031,12397.1630859375,1230.71228027344,10049.87109375,749.903442382812,15797.78125,1030.86987304688,6,0,0,0,1,0,0,1679.91296386719,7.42649745941162,4.30217218399048,43.8268127441406,Ville-Marie,NA,,6020,"c(300315.21875, 5041521)"
481,Berri,Sainte-Catherine,Berri,Sainte-Catherine,04/12/2008,0,21342.80078125,23890.22265625,1770.68493652344,2174.55810546875,19944.98046875,13217948,13578455,249558048,20,9.96846961975098,10.0812253952026,7.47912216186523,7.68458080291748,9.90073299407959,16.3970851898193,16.4239940643311,19.3352012634277,75.0999984741211,4,18.7999992370605,64.0999984741211,0,1,0,1,1,1,1,1,0,5433.5908203125,7544.25390625,0,6248.24658203125,12420.9716796875,6222.04443359375,6035.66064453125,1328.25634765625,4,0,0,0,0,0,0,1670.78698730469,7.42105007171631,2.38902235031128,213.428009033203,Ville-Marie,NA,,6021,"c(300138, 5041637.5)"
438,Bonsecours,Notre-Dame,Bonsecours,Notre-Dame,18/06/2009,0,2967.28393554688,7174.60595703125,498.769378662109,3040.1181640625,3635.71826171875,333413.5625,2462076,5389590.5,1,7.99540185928345,8.87830257415771,6.21214389801025,8.01965236663818,8.198561668396,12.7171392440796,14.7165145874023,15.4999799728394,46.0999984741211,4,11.5,39.7000007629395,0,0,0,0,0,0,0,0,1,5539.4462890625,775.161254882812,0,668.472351074219,0,703.479675292969,1635.15966796875,820.170593261719,1,0,0,0,0,0,0,1712.42895507812,7.44566822052002,0.717460572719574,29.6728401184082,Ville-Marie,NA,,6030,"c(300696.78125, 5041136)"
637,Champlain,La Fontaine,Champlain,La Fontaine,03/12/2008,0,2842.98095703125,6787.25048828125,1131.20837402344,1137.78515625,4518.2568359375,1158870.375,831682.1875,6640304.5,1,7.95260810852051,8.8228006362915,7.03104209899902,7.0368390083313,8.4158821105957,13.9629564285278,13.6312055587769,15.708667755127,53.4000015258789,4,13.3999996185303,47.0999984741211,0,0,0,0,0,0,0,0,1,3341.0107421875,1019.55181884766,585.334594726562,1150.26354980469,2005.921875,464.026794433594,854.983093261719,209.13883972168,2,0,0,0,0,0,0,2661.82690429688,7.88676786422729,0.678725063800812,28.4298095703125,Ville-Marie,NA,,6053,"c(300307.5, 5042665.5)"
1550,Commune de la,Mill,Commune de la,Mill,02/12/2008,1,542.980895996094,10831.6708984375,3594.51538085938,4719.8837890625,2517.271484375,404967.53125,1420890.75,1034081.375,0,6.29707384109497,9.29022979736328,8.18716430664062,8.45953941345215,7.83093118667603,12.9115619659424,14.1667947769165,13.8490238189697,36.7999992370605,2,18.3999996185303,42.0999984741211,1,0,0,1,1,0,0,0,0,0,4.06727313995361,4414.4794921875,374.189086914062,3923.98193359375,128.119094848633,2493.20922851562,36.6054534912109,2,0,0,1,1,0,0,1544.06701660156,7.34217500686646,1.08316707611084,5.42980909347534,Ville-Marie,NA,,6081,"c(300661.4375, 5039604)"
450,La Gauchetière,Saint-Laurent,La GauchetiÞre,Saint-Laurent,31/03/2009,0,9107.869140625,9630.013671875,20.9721145629883,34.3180046081543,9574.7236328125,64011.91796875,104746.7734375,61496936,1,9.11689376831055,9.17263984680176,3.04319405555725,3.53567004203796,9.1668815612793,11.0668249130249,11.5593013763428,17.934497833252,41.0999984741211,4,10.3000001907349,36.7999992370605,0,0,0,0,0,0,1,1,0,0,3052.23950195312,34.3180046081543,2019.66625976562,9574.7236328125,3370.60229492188,20.9721145629883,665.361267089844,2,0,0,0,0,0,0,1106.47302246094,7.00893259048462,0.963001370429993,91.0786895751953,Ville-Marie,NA,,6097,"c(300114.625, 5040911)"
448,La Gauchetière,Saint-Denis,La GauchetiÞre,Saint-Denis,30/04/2009,0,3778.642578125,11978.0654296875,147.183990478516,1638.39013671875,10192.4912109375,78426.0859375,1852476.5,14464793,1,8.23711967468262,9.39083194732666,4.99168300628662,7.40146923065186,9.22940731048584,11.2699117660522,14.4320335388184,16.4872283935547,42.2999992370605,4,10.6000003814697,40.2000007629395,0,0,0,0,0,0,1,1,1,11387.392578125,841.50341796875,590.672607421875,1273.62683105469,0,532.843872070312,0,1130.66870117188,3,0,0,0,0,0,0,1581.24304199219,7.36596632003784,1.19780659675598,37.7864265441895,Ville-Marie,NA,,6101,"c(300348.09375, 5041359)"
449,La Gauchetière,Saint-Hubert,La GauchetiÞre,Saint-Hubert,04/05/2009,0,1346.18054199219,6681.265625,261.744293212891,321.848541259766,6097.6728515625,56755.0703125,116703.125,3812566,0,7.20502710342407,8.80706310272217,5.5673680305481,5.77408123016357,8.71566200256348,10.9464998245239,11.6673889160156,15.1538133621216,46.4000015258789,4,11.6000003814697,38.5,0,0,0,0,0,0,0,0,1,3239.81274414062,432.212768554688,455.628967285156,420.254302978516,2985.82397460938,191.335296630859,0,302.378112792969,2,0,0,0,0,0,0,1804.07202148438,7.49780178070068,0.668126583099365,13.4618053436279,Ville-Marie,NA,,6106,"c(300473.21875, 5041547.5)"
138,Gosford,Notre-Dame/Saint-Claude,Gosford,Notre-Dame/Saint-Claude,25/11/2008,0,3238.36767578125,6307.326171875,1063.51770019531,1687.95202636719,3555.85620117188,1211226,1032954.6875,4479839,0,8.08282470703125,8.74946689605713,6.96933698654175,7.43127107620239,8.17635059356689,14.0071439743042,13.8479337692261,15.3150978088379,57.9000015258789,4,14.5,44.9000015258789,0,0,0,0,0,0,0,0,1,1614.17163085938,1345.04064941406,2288.99243164062,627.796081542969,455.279174804688,783.502807617188,1948.8828125,482.028137207031,2,0,0,0,0,0,0,1597.17004394531,7.37598848342896,0.630732595920563,32.3836784362793,Ville-Marie,NA,,6114,"c(300632, 5041020)"
487,Hôtel-de-Ville,Ontario,H¶tel-de-Ville,Ontario,27/04/2009,0,3900.98852539062,7124.70068359375,1007.14605712891,1011.18273925781,5106.3720703125,626595.75,666899.875,5388484.5,2,8.2689847946167,8.87132263183594,6.91487598419189,6.91887617111206,8.53824424743652,13.3480567932129,13.4103946685791,15.4997749328613,42.0999984741211,3,14,37.0999984741211,0,0,1,1,0,0,0,0,1,1572.27807617188,1357.42614746094,3810.60473632812,442.038360595703,286.602691650391,1530.55786132812,1455.21508789062,570.966186523438,2,0,0,4,0,0,1,1340.30895996094,7.20065546035767,0.712470054626465,39.0098838806152,Ville-Marie,NA,,6120,"c(299638.125, 5041506)"
325,Jeanne-Mance,Sainte-Catherine,Jeanne-Mance,Sainte-Catherine,03/11/2009,0,14767.2880859375,11515.1435546875,960.944946289062,2488.73950195312,8065.45947265625,4474441,4060645.5,60061532,6,9.60017013549805,9.35141754150391,6.86791706085205,7.81953191757202,8.99534606933594,15.313892364502,15.2168531417847,17.9108791351318,46.2000007629395,4,11.6000003814697,54.5,0,1,0,1,0,0,1,1,0.5,0,4656.29248046875,0,1631.60729980469,6580.853515625,7013.4267578125,4934.29052734375,1465.9619140625,2,0,0,0,1,0,0,697.405029296875,6.54736614227295,1.1515144109726,147.672882080078,Ville-Marie,NA,,6129,"c(299628.4375, 5040808)"
1449,Jeanne-Mance,Maisonneuve,Jeanne-Mance,Maisonneuve,13/02/2009,0,5046.4462890625,8551.451171875,122.255508422852,1460.63159179688,6968.56396484375,66608.25,876583.25,21904988,1,8.52643966674805,9.05385589599609,4.80611276626587,7.28662395477295,8.84916400909424,11.1065835952759,13.6837873458862,16.9022254943848,22.1000003814697,2,11.1000003814697,58.2999992370605,0,1,0,1,1,0,1,1,0,0,600.139831542969,8199.6982421875,2879.04931640625,351.752685546875,1252.99462890625,0,314.262420654297,2,0,0,0,1,0,0,727.919982910156,6.59019136428833,0.85514509677887,50.4644622802734,Ville-Marie,NA,,6130,"c(299461.9375, 5040919.5)"
323,Jeanne-Mance,Président-Kennedy,Jeanne-Mance,PrÚsident-Kennedy,16/02/2009,0,5681.25927734375,10878.1064453125,1466.53955078125,1745.46545410156,7666.1015625,2044956.5,2973510.5,26657980,2,8.64492797851562,9.29450702667236,7.2906608581543,7.46477699279785,8.9445629119873,14.5308866500854,14.9052543640137,17.0985984802246,51.7999992370605,4,13,52.2000007629395,0,1,0,1,1,0,1,1,0,0,1529.0576171875,5133.97802734375,3000.4150390625,1625.61450195312,397.244293212891,4118.513671875,754.542236328125,3,1,1,0,1,0,0,741.034973144531,6.60804796218872,1.08781063556671,56.8125915527344,Ville-Marie,NA,,6131,"c(299431, 5040942)"
335,Maisonneuve,Saint-Laurent,Maisonneuve,Saint-Laurent,,0,1997.55615234375,21519.115234375,2937.6689453125,1519.48388671875,17061.962890625,1240020.75,593699.3125,15688463,10,7.59967994689941,9.97669696807861,7.9853720664978,7.32612609863281,9.74460697174072,14.0306386947632,13.2941284179688,16.5684356689453,62.4000015258789,4,15.6000003814697,64.0999984741211,0,1,0,1,1,0,1,1,0,0,25.3146514892578,9950.3173828125,1157.56994628906,11568.7978515625,480.978393554688,0,333.693145751953,3,0,0,2,1,0,0,1062.42395019531,6.9683084487915,2.15191149711609,19.9755611419678,Ville-Marie,NA,,6150,"c(299695.4375, 5041187.5)"
495,Maisonneuve,Sanguinet,Maisonneuve,Sanguinet,25/03/2009,1,9534.900390625,9364.0712890625,666.917846679688,2068.80639648438,6628.34716796875,1039857.125,7030546.5,30269186,3,9.1627140045166,9.14463520050049,6.50266695022583,7.63472700119019,8.79911136627197,13.8545942306519,15.7657747268677,17.2256412506104,56.2999992370605,4,14.1000003814697,49.2999992370605,0,1,0,1,1,0,0,0,0,9.72183513641357,3408.93774414062,9336.8505859375,3019.10375976562,17.499303817749,1559.3359375,0,1547.52270507812,2,0,0,1,0,0,0,1435.57897949219,7.26932334899902,0.936407148838043,95.349006652832,Ville-Marie,NA,,6151,"c(299896.90625, 5041504)"
493,Maisonneuve,Saint-Denis,Maisonneuve,Saint-Denis,27/03/2009,0,28776.75,18330.05859375,1064.87414550781,1584.46948242188,15680.7158203125,1386614,28777930,203062320,16,10.2673225402832,9.81629753112793,6.97061204910278,7.36800479888916,9.66018676757812,14.1423749923706,17.1751194000244,19.1290225982666,54.2999992370605,4,13.6000003814697,48,0,1,0,1,1,1,1,1,0.5,11195.99609375,6718.20654296875,7134.06396484375,2593.90209960938,0,1302.13879394531,0,18162.501953125,2,0,0,0,0,0,0,1559.583984375,7.35217428207397,1.83300590515137,287.767486572266,Ville-Marie,NA,,6152,"c(299962.84375, 5041610)"
478,Berri,Maisonneuve,Berri,Maisonneuve,04/02/2009,0,7144.8583984375,29326.373046875,4285.07421875,1534.60534667969,23506.693359375,7985619.5,4038690.25,87434664,9,8.87414836883545,10.2862415313721,8.36289310455322,7.33602905273438,10.0650396347046,15.8931531906128,15.2114305496216,18.2864017486572,77.5,4,19.3999996185303,65.0999984741211,1,1,0,1,1,1,1,1,0,4257.6328125,2928.3828125,11483.154296875,793.433471679688,13585.5849609375,1317.77233886719,0,2105.26977539062,4,1,1,1,0,0,0,1680.0849609375,7.42659950256348,2.93263721466064,71.4485855102539,Ville-Marie,NA,,6154,"c(300026.3125, 5041712.5)"
494,Maisonneuve,Saint-Hubert,Maisonneuve,Saint-Hubert,25/03/2009,0,8675.9150390625,18549.26171875,2113.52685546875,1664.37817382812,14771.35546875,4120220.25,3614850.75,62230996,4,9.06830596923828,9.82818508148193,7.6561131477356,7.41720676422119,9.60044479370117,15.2314167022705,15.1005611419678,17.9463634490967,51.7000007629395,4,12.8999996185303,47.7999992370605,0,0,0,0,0,1,1,1,0.5,3698.18603515625,2995.4775390625,10229.314453125,1972.79614257812,4621.76025390625,2659.646484375,0,1047.99523925781,2,0,0,1,0,0,0,1784.86999511719,7.48710107803345,1.85492622852325,86.759147644043,Ville-Marie,NA,,6155,"c(300085.125, 5041800)"
492,Maisonneuve,Saint-André,Maisonneuve,Saint-AndrÚ,25/03/2009,0,13814.6357421875,12710.3271484375,923.574340820312,1024.68139648438,10762.0712890625,4702349,2522968.75,52565836,3,9.53348445892334,9.45016956329346,6.82825088500977,6.93213701248169,9.28378295898438,15.3635730743408,14.7409467697144,17.7775764465332,49.5,4,12.3999996185303,41.9000015258789,0,0,0,0,0,1,1,1,1,1847.14868164062,4203.7939453125,10863.1787109375,2057.17578125,0,5091.4677734375,0,2462.1982421875,2,0,0,0,0,0,0,1906.16796875,7.55285024642944,1.27103269100189,138.146362304688,Ville-Marie,NA,,6157,"c(300149.75, 5041903)"
338,Maisonneuve,Saint-Urbain,Maisonneuve,Saint-Urbain,16/02/2009,0,3517.49829101562,21082.869140625,2941.79565429688,1418.59924316406,16722.474609375,1756181.5,2008561,26902864,0,8.16550540924072,9.95621585845947,7.98677492141724,7.25742483139038,9.72450923919678,14.3786516189575,14.5129289627075,17.1077423095703,42.2999992370605,4,10.6000003814697,57.0999984741211,0,1,0,1,1,0,1,1,0,11808.5859375,543.714233398438,9274.283203125,960.931701660156,0,596.97607421875,0,1415.87634277344,2,0,0,1,1,0,0,928.921997070312,6.83402490615845,2.10828685760498,35.1749839782715,Ville-Marie,NA,,6165,"c(299551.03125, 5041102)"
392,Saint-Jacques,Square Victoria Est,Saint-Jacques,Square Victoria Est,20/11/2008,1,19392.15234375,13308.4609375,4219.22412109375,3297.5751953125,5791.662109375,18831804,4487303,53033116,0,9.87262439727783,9.49615478515625,8.3474063873291,8.10094261169434,8.66417503356934,16.7510585784912,15.31676197052,17.7864265441895,56.7000007629395,4,14.1999998092651,57.2999992370605,0,0,1,1,1,0,0,0,0.5,0,2022.615234375,5711.6767578125,5166.5341796875,4453.72607421875,962.0556640625,3143.05834960938,11240.947265625,3,0,0,0,1,1,0,839.242004394531,6.73249912261963,1.33084607124329,193.921524047852,Ville-Marie,NA,,6170,"c(300083.40625, 5040151.5)"
454,Notre-Dame,Saint-Laurent,Notre-Dame,Saint-Laurent,25/11/2008,1,8136.50244140625,11243.416015625,2420.35766601562,4005.73681640625,4817.32177734375,4744214.5,7806349,19434656,4,9.00411605834961,9.32753753662109,7.79167079925537,8.29548263549805,8.47997283935547,15.3724355697632,15.8704481124878,16.7825679779053,57.5999984741211,4,14.3999996185303,46.9000015258789,0,0,0,1,1,0,1,1,0.5,0,1959.58520507812,3039.39331054688,1810.50427246094,3489.27392578125,1987.74487304688,4714.74853515625,2378.66796875,4,0,0,1,0,0,0,1296.48498535156,7.16741180419922,1.12434160709381,81.3650207519531,Ville-Marie,NA,,6178,"c(300453.625, 5040699)"
452,Jacques-Cartier (pl),Notre-Dame,Jacques-Cartier (pl),Notre-Dame,25/11/2008,0,1348.35363769531,5891.63623046875,260.930755615234,183.551284790039,5447.154296875,166973.96875,58120.1484375,4222746,3,7.20663976669312,8.68128871917725,5.56425523757935,5.21249389648438,8.60284900665283,12.0255928039551,10.9702682495117,15.2559957504272,24.7000007629395,2,12.3999996185303,23.2999992370605,0,0,0,0,1,0,1,1,0.5,0,0,3653.03051757812,79.5097961425781,237.536956787109,573.133117675781,2001.06896972656,695.710693359375,2,0,0,0,0,0,0,1505.83703613281,7.31710433959961,0.589163601398468,13.4835367202759,Ville-Marie,NA,,6183,"c(300579.3125, 5040926.5)"
722,Notre-Dame,Saint-Antoine,Notre-Dame,Saint-Antoine,18/06/2009,0,135.028091430664,5168.56640625,3210.02856445312,168.083450317383,1790.45422363281,272909.1875,0,152220.265625,0,4.90548276901245,8.5503511428833,8.07403469085693,5.12446117401123,7.49022483825684,12.5168943405151,0,11.9330835342407,68.3000030517578,3,22.7999992370605,52.2000007629395,1,0,0,0,0,1,1,1,0,3378.11206054688,50.0104026794434,0,85.0176849365234,0,0,1790.45422363281,0,2,1,1,0,0,0,0,2345.86108398438,7.7604079246521,0.516856670379639,1.35028088092804,Ville-Marie,NA,,6184,"c(300959.125, 5041828)"
719,Notre-Dame,Papineau,Notre-Dame,Papineau,23/04/2009,1,659.556701660156,15332.310546875,8465.015625,7.74652576446533,6859.54833984375,510272.90625,1938.00012207031,2472781.25,0,6.49156808853149,9.63771820068359,9.04369735717773,2.04724407196045,8.83339691162109,13.1427011489868,7.56941223144531,14.720853805542,67.0999984741211,4,16.7999992370605,63.2000007629395,1,0,0,1,0,1,1,1,1,625.531921386719,45.4866714477539,0,246.927642822266,17.4296836853027,253.425735473633,14689.349609375,113.716674804688,4,2,1,0,0,0,0,2762.25805664062,7.92380380630493,1.53323101997375,6.59556722640991,Ville-Marie,NA,,6185,"c(301120.5, 5042254)"
1462,Notre-Dame,Place d'Armes/Saint-Sulpice,Notre-Dame,Place d'Armes/Saint-Sulpice,04/12/2008,0,10091.92578125,9175.02734375,1884.74169921875,646.945068359375,6643.34033203125,5348733.5,1084893.75,37748820,1,9.21949100494385,9.12424087524414,7.54154586791992,6.47226095199585,8.80136966705322,15.4923696517944,13.8969926834106,17.4464645385742,38.0999984741211,4,9.5,41,0,1,0,1,0,0,1,1,0,3881.67041015625,1773.69580078125,0,2837.91333007812,0,1676.94885253906,5293.35693359375,3803.3681640625,1,0,0,0,1,0,0,1174.64599609375,7.06872224807739,0.917502760887146,100.919258117676,Ville-Marie,NA,,6186,"c(300373.5625, 5040557.5)"
453,Notre-Dame,Saint-François-Xavier,Notre-Dame,Saint-Franþois-Xavier,20/11/2008,0,6340.37353515625,7765.84423828125,1356.1142578125,878.020324707031,5531.7099609375,2742897.25,1120026.125,16398907,0,8.75469303131104,8.95748996734619,7.21237897872925,6.77766990661621,8.61825180053711,14.8245248794556,13.9288625717163,16.6127243041992,36,4,9,32.2999992370605,0,0,0,0,0,1,1,1,0.5,0,2022.615234375,0,1275.62670898438,2032.35339355469,1500.54406738281,5733.49072265625,1541.58740234375,1,0,0,0,0,0,0,1087.59301757812,6.99172210693359,0.776584446430206,63.403736114502,Ville-Marie,NA,,6188,"c(300312.625, 5040443)"
455,Notre-Dame,Saint-Pierre,Notre-Dame,Saint-Pierre,20/11/2008,0,5514.58154296875,7533.15966796875,834.391967773438,559.897033691406,6138.87060546875,597254.1875,570824.125,18020078,0,8.61515140533447,8.92706966400146,6.72670316696167,6.3277530670166,8.72239589691162,13.3000984191895,13.2548360824585,16.7069969177246,40.2999992370605,4,10.1000003814697,33,0,1,0,1,1,0,1,1,1,2584.97900390625,1323.23693847656,0,715.795654296875,0,1019.51629638672,4948.1806640625,2456.03295898438,2,0,0,1,0,0,0,975.736999511719,6.88319301605225,0.753315985202789,55.1458168029785,Ville-Marie,NA,,6191,"c(300222.03125, 5040268.5)"
354,Ontario,Saint-Laurent,Ontario,Saint-Laurent,26/02/2009,0,4327.8359375,24237.7421875,1829.53967285156,2281.17456054688,20127.02734375,1176343.875,3825433.25,41224588,2,8.37282276153564,10.0956659317017,7.51181983947754,7.73244619369507,9.90981864929199,13.9779224395752,15.1571817398071,17.5345458984375,64.1999969482422,4,16.1000003814697,53.5999984741211,0,0,0,0,0,0,1,1,0.5,0,980.662963867188,4447.349609375,2188.38549804688,15039.861328125,722.28466796875,4750.53076171875,436.502655029297,2,0,0,1,0,0,0,1091.47595214844,6.995285987854,2.42377424240112,43.2783584594727,Ville-Marie,NA,,6193,"c(299583.03125, 5041262.5)"
499,Ontario,Sanguinet,Ontario,Sanguinet,24/04/2009,0,13910.8212890625,9283.3037109375,888.002685546875,1253.53405761719,7141.7666015625,4357312,3659330,54730804,3,9.5404224395752,9.13597297668457,6.78897476196289,7.13372182846069,8.8737154006958,15.2873659133911,15.1127910614014,17.8179378509521,53.2000007629395,4,13.3000001907349,45.4000015258789,0,0,0,0,0,0,1,1,1,0,3750.72216796875,4684.36328125,1835.81787109375,1837.58947753906,2276.68334960938,2761.35083007812,6047.59765625,2,0,0,0,0,0,0,1487.77502441406,7.30503702163696,0.928330361843109,139.108215332031,Ville-Marie,NA,,6195,"c(299673, 5041649.5)"
498,Ontario,Saint-Hubert,Ontario,Saint-Hubert,23/04/2009,0,4787.47216796875,18816.310546875,2023.77978515625,2782.939453125,14009.591796875,2461036.75,3472034.25,33364918,1,8.47375774383545,9.84247875213623,7.61272192001343,7.9312629699707,9.5474967956543,14.7160930633545,15.0602512359619,17.3230152130127,56.2000007629395,4,14.1000003814697,46.5999984741211,0,0,0,0,0,0,0,0,0.5,4347.7373046875,1375.97180175781,5310.2431640625,1064.06323242188,4523.97119140625,1535.17517089844,4634.35888671875,812.261962890625,2,0,0,0,0,0,0,1852.98706054688,7.52455425262451,1.88163101673126,47.8747215270996,Ville-Marie,NA,,6200,"c(299777.3125, 5041999.5)"
496,Ontario,Saint-André,Ontario,Saint-AndrÚ,23/04/2009,0,3921.60083007812,11838.6279296875,1187.15502929688,1173.5986328125,9477.8740234375,1746688.625,1668007.75,11491800,3,8.27425479888916,9.37912273406982,7.07931518554688,7.06783008575439,9.15671539306641,14.3732318878174,14.3271408081055,16.2571449279785,56.5999984741211,4,14.1999998092651,48.5999984741211,0,0,0,0,0,1,1,1,1,1419.55078125,1155.03649902344,5670.45703125,524.721252441406,0,1723.61987304688,4748.6201171875,518.22314453125,2,0,0,2,0,0,0,1973.43395996094,7.58753061294556,1.18386280536652,39.216007232666,Ville-Marie,NA,,6202,"c(299824.71875, 5042111)"
638,Champlain,Ontario,Champlain,Ontario,03/12/2008,0,2509.666015625,18112.48828125,1834.92517089844,2361.06860351562,13916.494140625,941977.125,1664524.875,19648830,2,7.82790517807007,9.80435657501221,7.5147590637207,7.76687002182007,9.5408296585083,13.7557363510132,14.3250503540039,16.7935276031494,48.2999992370605,4,12.1000003814697,45.5,0,0,0,0,0,0,0,0,0,2959.55688476562,581.667358398438,7102.9365234375,751.592712402344,2880.63525390625,333.315002441406,5169.359375,843.090942382812,2,0,0,0,0,0,0,2711.7900390625,7.90536403656006,1.81124877929688,25.0966606140137,Ville-Marie,NA,,6208,"c(300116.90625, 5042792.5)"
353,Ontario,Président-Kennedy/Saint-Urbain,Ontario,PrÚsident-Kennedy/Saint-Urbain,11/02/2009,0,6802.55419921875,22153.623046875,781.023376464844,1116.65234375,20255.947265625,985940.8125,2450279.75,68646760,4,8.82505321502686,10.0057563781738,6.66060495376587,7.01809120178223,9.91620445251465,13.8013515472412,14.7117128372192,18.0444831848145,47.2000007629395,4,11.8000001907349,53.0999984741211,0,1,0,1,1,0,1,1,0,14275.8408203125,2681.05322265625,4675.5859375,1262.37048339844,0,664.822082519531,3202.19580078125,2194.30859375,2,0,0,0,1,0,0,931.551025390625,6.83685111999512,2.21536231040955,68.0255432128906,Ville-Marie,NA,,6226,"c(299530.71875, 5041111.5)"
445,René-Lévesque,Sanguinet,RenÚ-LÚvesque,Sanguinet,02/12/2008,0,5923.98291015625,33096.56640625,5660.15869140625,3398.31640625,24038.091796875,6184504.5,2691367,43834480,8,8.68676376342773,10.4071846008301,8.64120674133301,8.13103485107422,10.0873947143555,15.6375570297241,14.8055601119995,17.5959300994873,87.1999969482422,4,21.7999992370605,81.4000015258789,1,1,1,1,1,1,1,1,1,1615.86608886719,1730.62451171875,11784.90234375,667.03271484375,7437.05615234375,2371.21997070312,12258.7412109375,1155.10546875,6,0,0,0,0,0,1,1438.28100585938,7.27120399475098,3.30965662002563,59.2398300170898,Ville-Marie,NA,,6236,"c(300183.96875, 5041315.5)"
441,René-Lévesque,Saint-Denis,RenÚ-LÚvesque,Saint-Denis,02/12/2008,0,6977.40625,36889.1328125,2556.14111328125,3400.16723632812,30932.822265625,3227529.25,7943974.5,130212856,8,8.85043334960938,10.5156717300415,7.84625387191772,8.1315803527832,10.3395729064941,14.9872274398804,15.8879241943359,18.6846809387207,92.3000030517578,4,23.1000003814697,83.5999984741211,1,1,0,1,0,0,1,1,0.5,9075.1337890625,1016.81817626953,11758.9892578125,1407.2763671875,0,1212.04724121094,16055.0087890625,3341.2646484375,7,0,0,1,0,0,0,1563.08203125,7.35441493988037,3.68891334533691,69.7740631103516,Ville-Marie,NA,,6237,"c(300251.84375, 5041421.5)"
444,René-Lévesque,Saint-Urbain,RenÚ-LÚvesque,Saint-Urbain,01/10/2009,0,16658.033203125,39791.30078125,4817.21630859375,4032.59399414062,30941.4921875,13510537,16336451,282048064,14,9.72064781188965,10.5914039611816,8.47995185852051,8.30216503143311,10.3398532867432,16.4189796447754,16.6089096069336,19.4575881958008,91.9000015258789,4,23,82.5,1,1,1,1,1,0,1,1,1,10178.1943359375,5100.59814453125,13800.2294921875,3495.63232421875,0,2001.58569335938,15812.8779296875,6060.21630859375,6,0,0,0,0,0,1,924.31298828125,6.82905054092407,3.97913002967834,166.580337524414,Ville-Marie,NA,,6244,"c(299911.3125, 5040867)"
